int	int	DTItemNum	int	int	int	int	int	int	int	int	int	string
1017295	295	2:2807142	0	0	0	300	188	0	94	0	0	
1017296	296	2:2816944	0	0	0	300	0	94	0	0	94	
1017297	297	2:2826369	0	0	0	300	189	0	94	0	0	
1017298	298	2:2835794	0	0	0	300	0	95	0	0	95	
1017299	299	2:2845219	0	0	0	300	190	0	95	0	0	
1017300	300	2:3074232	0	250	10	305	0	95	0	0	95	
1017301	301	2:3084788	0	0	0	305	191	0	95	0	0	
1017302	302	2:3094938	0	0	0	305	0	96	0	0	96	
1017303	303	2:3105088	0	0	0	305	193	0	96	0	0	
1017304	304	2:3115238	0	0	0	305	0	96	0	0	96	
1017305	305	2:3125794	0	0	0	310	194	0	97	0	0	
1017306	306	2:3135944	0	0	0	310	0	97	0	0	97	
1017307	307	2:3146094	0	0	0	310	195	0	97	0	0	
1017308	308	2:3156244	0	0	0	310	0	98	0	0	98	
1017309	309	2:3166800	0	0	0	310	196	0	98	0	0	
1017310	310	2:3176950	0	250	10	315	0	98	0	0	98	
1017311	311	2:3187100	0	0	0	315	198	0	99	0	0	
1017312	312	2:3197250	0	0	0	315	0	99	0	0	99	
1017313	313	2:3207806	0	0	0	315	199	0	99	0	0	
1017314	314	2:3217956	0	0	0	315	0	100	0	0	100	
1017315	315	2:3228106	0	0	0	320	200	0	100	0	0	
1017316	316	2:3238256	0	0	0	320	0	100	0	0	100	
1017317	317	2:3248812	0	0	0	320	201	0	100	0	0	
1017318	318	2:3258962	0	0	0	320	0	101	0	0	101	
1017319	319	2:3269112	0	0	0	320	203	0	101	0	0	
1017320	320	2:3513495	0	250	10	325	0	101	0	0	101	
1017321	321	2:3524805	0	0	0	325	204	0	102	0	0	
1017322	322	2:3535680	0	0	0	325	0	102	0	0	102	
1017323	323	2:3546555	0	0	0	325	205	0	102	0	0	
1017324	324	2:3557430	0	0	0	325	0	103	0	0	103	
1017325	325	2:3568305	0	0	0	330	206	0	103	0	0	
1017326	326	2:3579615	0	0	0	330	0	103	0	0	103	
1017327	327	2:3590490	0	0	0	330	208	0	104	0	0	
1017328	328	2:3601365	0	0	0	330	0	104	0	0	104	
1017329	329	2:3612240	0	0	0	330	209	0	104	0	0	
1017330	330	2:3623550	0	250	10	335	0	104	0	0	104	
1017331	331	2:3634425	0	0	0	335	210	0	105	0	0	
1017332	332	2:3645300	0	0	0	335	0	105	0	0	105	
1017333	333	2:3656175	0	0	0	335	211	0	105	0	0	
1017334	334	2:3667485	0	0	0	335	0	106	0	0	106	
1017335	335	2:3678360	0	0	0	340	212	0	106	0	0	
1017336	336	2:3689235	0	0	0	340	0	106	0	0	106	
1017337	337	2:3700110	0	0	0	340	214	0	107	0	0	
1017338	338	2:3711420	0	0	0	340	0	107	0	0	107	
1017339	339	2:3722295	0	0	0	340	215	0	107	0	0	
1017340	340	2:3982048	0	250	10	345	0	108	0	0	108	
1017341	341	2:3993648	0	0	0	345	216	0	108	0	0	
1017342	342	2:4005712	0	0	0	345	0	108	0	0	108	
1017343	343	2:4017312	0	0	0	345	217	0	108	0	0	
1017344	344	2:4028912	0	0	0	345	0	109	0	0	109	
1017345	345	2:4040512	0	0	0	350	219	0	109	0	0	
1017346	346	2:4052576	0	0	0	350	0	109	0	0	109	
1017347	347	2:4064176	0	0	0	350	220	0	110	0	0	
1017348	348	2:4075776	0	0	0	350	0	110	0	0	110	
1017349	349	2:4087376	0	0	0	350	221	0	110	0	0	
1017350	350	2:4098976	0	250	10	355	0	111	0	0	111	
1017351	351	2:4111040	0	0	0	355	222	0	111	0	0	
1017352	352	2:4122640	0	0	0	355	0	111	0	0	111	
1017353	353	2:4134240	0	0	0	355	224	0	112	0	0	
1017354	354	2:4145840	0	0	0	355	0	112	0	0	112	
1017355	355	2:4157904	0	0	0	360	225	0	112	0	0	
1017356	356	2:4169504	0	0	0	360	0	112	0	0	112	
1017357	357	2:4181104	0	0	0	360	226	0	113	0	0	
1017358	358	2:4192704	0	0	0	360	0	113	0	0	113	
1017359	359	2:4204768	0	0	0	360	227	0	113	0	0	
1017360	360	2:4479891	0	250	10	360	0	113	0	0	113	
1018001	1	2:260	1	0	0	5	3	0	6	0	0	
1018002	2	2:510	1	0	0	5	0	3	0	3	0	
1018003	3	2:760	1	0	0	5	4	0	8	0	0	
1018004	4	2:1010	1	0	0	5	0	4	0	4	0	
1018005	5	2:1270	1	0	0	10	4	0	9	0	0	
1018006	6	2:1520	1	0	0	10	0	4	0	4	0	
1018007	7	2:1770	1	0	0	10	5	0	10	0	0	
1018008	8	2:2020	1	0	0	10	0	5	0	5	0	
1018009	9	2:2280	1	0	0	10	5	0	11	0	0	
1018010	10	2:2530	1	250	10	15	0	6	0	6	0	
1018011	11	2:2780	1	0	0	15	6	0	12	0	0	
1018012	12	2:3030	1	0	0	15	0	6	0	6	0	
1018013	13	2:3290	1	0	0	15	7	0	14	0	0	
1018014	14	2:3540	1	0	0	15	0	7	0	7	0	
1018015	15	2:3790	1	0	0	20	7	0	15	0	0	
1018016	16	2:4040	1	0	0	20	0	8	0	8	0	
1018017	17	2:4300	1	0	0	20	8	0	16	0	0	
1018018	18	2:4550	1	0	0	20	0	8	0	8	0	
1018019	19	2:4800	1	0	0	20	8	0	17	0	0	
1018020	20	2:5050	1	250	10	25	0	9	0	9	0	
1018021	21	2:5310	1	0	0	25	9	0	19	0	0	
1018022	22	2:5560	1	0	0	25	0	9	0	9	0	
1018023	23	2:5810	1	0	0	25	10	0	20	0	0	
1018024	24	2:6060	1	0	0	25	0	10	0	10	0	
1018025	25	2:6310	1	0	0	30	10	0	21	0	0	
1018026	26	2:6570	1	0	0	30	0	11	0	11	0	
1018027	27	2:6820	1	0	0	30	11	0	22	0	0	
1018028	28	2:7070	1	0	0	30	0	11	0	11	0	
1018029	29	2:7320	1	0	0	30	12	0	24	0	0	
1018030	30	2:21982	1	250	10	35	0	12	0	12	0	
1018031	31	2:22707	1	0	0	35	12	0	25	0	0	
1018032	32	2:23432	1	0	0	35	0	12	0	12	0	
1018033	33	2:24157	1	0	0	35	13	0	26	0	0	
1018034	34	2:24911	1	0	0	35	0	13	0	13	0	
1018035	35	2:25636	1	0	0	40	13	0	27	0	0	
1018036	36	2:26361	1	0	0	40	0	14	0	14	0	
1018037	37	2:27086	1	0	0	40	14	0	29	0	0	
1018038	38	2:27840	1	0	0	40	0	14	0	14	0	
1018039	39	2:28565	1	0	0	40	15	0	30	0	0	
1018040	40	2:29290	1	250	10	45	0	15	0	15	0	
1018041	41	2:30015	1	0	0	45	15	0	31	0	0	
1018042	42	2:30769	1	0	0	45	0	16	0	16	0	
1018043	43	2:31494	1	0	0	45	16	0	32	0	0	
1018044	44	2:32219	1	0	0	45	0	16	0	16	0	
1018045	45	2:32944	1	0	0	50	16	0	33	0	0	
1018046	46	2:33698	1	0	0	50	0	17	0	17	0	
1018047	47	2:34423	1	0	0	50	17	0	35	0	0	
1018048	48	2:35148	1	0	0	50	0	17	0	17	0	
1018049	49	2:35873	1	0	0	50	18	0	36	0	0	
1018050	50	2:36598	1	250	10	55	0	18	0	18	0	
1018051	51	2:37352	1	0	0	55	18	0	37	0	0	
1018052	52	2:38077	1	0	0	55	0	19	0	19	0	
1018053	53	2:38802	1	0	0	55	19	0	38	0	0	
1018054	54	2:39527	1	0	0	55	0	19	0	19	0	
1018055	55	2:40281	1	0	0	60	20	0	40	0	0	
1018056	56	2:41006	1	0	0	60	0	20	0	20	0	
1018057	57	2:41731	1	0	0	60	20	0	41	0	0	
1018058	58	2:42456	1	0	0	60	0	20	0	20	0	
1018059	59	2:43210	1	0	0	60	21	0	42	0	0	
1018060	60	2:87870	1	250	10	65	0	21	0	21	0	
1018061	61	2:89320	1	0	0	65	21	0	43	0	0	
1018062	62	2:90770	1	0	0	65	0	22	0	22	0	
1018063	63	2:92278	1	0	0	65	22	0	45	0	0	
1018064	64	2:93728	1	0	0	65	0	22	0	22	0	
1018065	65	2:95178	1	0	0	70	23	0	46	0	0	
1018066	66	2:96628	1	0	0	70	0	23	0	23	0	
1018067	67	2:98136	1	0	0	70	23	0	47	0	0	
1018068	68	2:99586	1	0	0	70	0	24	0	24	0	
1018069	69	2:101036	1	0	0	70	24	0	48	0	0	
1018070	70	2:102486	1	250	10	75	0	24	0	24	0	
1018071	71	2:103994	0	0	0	75	25	0	50	0	0	
1018072	72	2:105444	0	0	0	75	0	25	0	25	0	
1018073	73	2:106894	0	0	0	75	25	0	51	0	0	
1018074	74	2:108344	0	0	0	75	0	25	0	25	0	
1018075	75	2:109794	0	0	0	80	26	0	52	0	0	
1018076	76	2:111302	0	0	0	80	0	26	0	26	0	
1018077	77	2:112752	0	0	0	80	26	0	53	0	0	
1018078	78	2:114202	0	0	0	80	0	27	0	27	0	
1018079	79	2:115652	0	0	0	80	27	0	54	0	0	
1018080	80	2:175740	0	250	10	85	0	27	0	27	0	
1018081	81	2:177915	0	0	0	85	28	0	56	0	0	
1018082	82	2:180090	0	0	0	85	0	28	0	28	0	
1018083	83	2:182265	0	0	0	85	28	0	57	0	0	
1018084	84	2:184527	0	0	0	85	0	29	0	29	0	
1018085	85	2:186702	0	0	0	90	29	0	58	0	0	
1018086	86	2:188877	0	0	0	90	0	29	0	29	0	
1018087	87	2:191052	0	0	0	90	29	0	59	0	0	
1018088	88	2:193314	0	0	0	90	0	30	0	30	0	
1018089	89	2:195489	0	0	0	90	30	0	61	0	0	
1018090	90	2:197664	0	250	10	95	0	30	0	30	0	
1018091	91	2:199839	0	0	0	95	31	0	62	0	0	
1018092	92	2:202101	0	0	0	95	0	31	0	31	0	
1018093	93	2:204276	0	0	0	95	31	0	63	0	0	
1018094	94	2:206451	0	0	0	95	0	32	0	32	0	
1018095	95	2:208626	0	0	0	100	32	0	64	0	0	
1018096	96	2:210888	0	0	0	100	0	32	0	32	0	
1018097	97	2:213063	0	0	0	100	33	0	66	0	0	
1018098	98	2:215238	0	0	0	100	0	33	0	33	0	
1018099	99	2:217413	0	0	0	100	33	0	67	0	0	
1018100	100	2:292784	0	250	10	105	0	33	0	33	0	
1018101	101	2:295800	0	0	0	105	34	0	68	0	0	
1018102	102	2:298700	0	0	0	105	0	34	0	34	0	
1018103	103	2:301600	0	0	0	105	34	0	69	0	0	
1018104	104	2:304500	0	0	0	105	0	35	0	35	0	
1018105	105	2:307516	0	0	0	110	35	0	70	0	0	
1018106	106	2:310416	0	0	0	110	0	35	0	35	0	
1018107	107	2:313316	0	0	0	110	36	0	72	0	0	
1018108	108	2:316216	0	0	0	110	0	36	0	36	0	
1018109	109	2:319232	0	0	0	110	36	0	73	0	0	
1018110	110	2:322132	0	250	10	115	0	37	0	37	0	
1018111	111	2:325032	0	0	0	115	37	0	74	0	0	
1018112	112	2:327932	0	0	0	115	0	37	0	37	0	
1018113	113	2:330948	0	0	0	115	37	0	75	0	0	
1018114	114	2:333848	0	0	0	115	0	38	0	38	0	
1018115	115	2:336748	0	0	0	120	38	0	77	0	0	
1018116	116	2:339648	0	0	0	120	0	38	0	38	0	
1018117	117	2:342664	0	0	0	120	39	0	78	0	0	
1018118	118	2:345564	0	0	0	120	0	39	0	39	0	
1018119	119	2:348464	0	0	0	120	39	0	79	0	0	
1018120	120	2:439205	0	250	10	125	0	40	0	40	0	
1018121	121	2:442975	0	0	0	125	40	0	80	0	0	
1018122	122	2:446600	0	0	0	125	0	40	0	40	0	
1018123	123	2:450225	0	0	0	125	41	0	82	0	0	
1018124	124	2:453850	0	0	0	125	0	41	0	41	0	
1018125	125	2:457475	0	0	0	130	41	0	83	0	0	
1018126	126	2:461245	0	0	0	130	0	41	0	41	0	
1018127	127	2:464870	0	0	0	130	42	0	84	0	0	
1018128	128	2:468495	0	0	0	130	0	42	0	42	0	
1018129	129	2:472120	0	0	0	130	42	0	85	0	0	
1018130	130	2:475890	0	250	10	135	0	43	0	43	0	
1018131	131	2:479515	0	0	0	135	43	0	87	0	0	
1018132	132	2:483140	0	0	0	135	0	43	0	43	0	
1018133	133	2:486765	0	0	0	135	44	0	88	0	0	
1018134	134	2:490535	0	0	0	135	0	44	0	44	0	
1018135	135	2:494160	0	0	0	140	44	0	89	0	0	
1018136	136	2:497785	0	0	0	140	0	45	0	45	0	
1018137	137	2:501410	0	0	0	140	45	0	90	0	0	
1018138	138	2:505180	0	0	0	140	0	45	0	45	0	
1018139	139	2:508805	0	0	0	140	45	0	91	0	0	
1018140	140	2:614916	0	250	10	145	0	46	0	46	0	
1018141	141	2:619266	0	0	0	145	46	0	93	0	0	
1018142	142	2:623790	0	0	0	145	0	46	0	46	0	
1018143	143	2:628140	0	0	0	145	47	0	94	0	0	
1018144	144	2:632490	0	0	0	145	0	47	0	47	0	
1018145	145	2:636840	0	0	0	150	47	0	95	0	0	
1018146	146	2:641364	0	0	0	150	0	48	0	48	0	
1018147	147	2:645714	0	0	0	150	48	0	96	0	0	
1018148	148	2:650064	0	0	0	150	0	48	0	48	0	
1018149	149	2:654414	0	0	0	150	49	0	98	0	0	
1018150	150	2:658764	0	250	10	155	0	49	0	49	0	
1018151	151	2:663288	0	0	0	155	49	0	99	0	0	
1018152	152	2:667638	0	0	0	155	0	50	0	50	0	
1018153	153	2:671988	0	0	0	155	50	0	100	0	0	
1018154	154	2:676338	0	0	0	155	0	50	0	50	0	
1018155	155	2:680862	0	0	0	160	50	0	101	0	0	
1018156	156	2:685212	0	0	0	160	0	51	0	51	0	
1018157	157	2:689562	0	0	0	160	51	0	103	0	0	
1018158	158	2:693912	0	0	0	160	0	51	0	51	0	
1018159	159	2:698436	0	0	0	160	52	0	104	0	0	
1018160	160	2:819917	0	250	10	165	0	52	0	52	0	
1018161	161	2:824992	0	0	0	165	52	0	105	0	0	
1018162	162	2:830067	0	0	0	165	0	53	0	53	0	
1018163	163	2:835345	0	0	0	165	53	0	106	0	0	
1018164	164	2:840420	0	0	0	165	0	53	0	53	0	
1018165	165	2:845495	0	0	0	170	54	0	108	0	0	
1018166	166	2:850570	0	0	0	170	0	54	0	54	0	
1018167	167	2:855848	0	0	0	170	54	0	109	0	0	
1018168	168	2:860923	0	0	0	170	0	54	0	54	0	
1018169	169	2:865998	0	0	0	170	55	0	110	0	0	
1018170	170	2:871073	0	250	10	175	0	55	0	55	0	
1018171	171	2:876351	0	0	0	175	55	0	111	0	0	
1018172	172	2:881426	0	0	0	175	0	56	0	56	0	
1018173	173	2:886501	0	0	0	175	56	0	112	0	0	
1018174	174	2:891576	0	0	0	175	0	56	0	56	0	
1018175	175	2:896651	0	0	0	180	57	0	114	0	0	
1018176	176	2:901929	0	0	0	180	0	57	0	57	0	
1018177	177	2:907004	0	0	0	180	57	0	115	0	0	
1018178	178	2:912079	0	0	0	180	0	58	0	58	0	
1018179	179	2:917154	0	0	0	180	58	0	116	0	0	
1018180	180	2:1054208	0	250	10	185	0	58	0	58	0	
1018181	181	2:1060008	0	0	0	185	58	0	117	0	0	
1018182	182	2:1065808	0	0	0	185	0	59	0	59	0	
1018183	183	2:1071608	0	0	0	185	59	0	119	0	0	
1018184	184	2:1077640	0	0	0	185	0	59	0	59	0	
1018185	185	2:1083440	0	0	0	190	60	0	120	0	0	
1018186	186	2:1089240	0	0	0	190	0	60	0	60	0	
1018187	187	2:1095040	0	0	0	190	60	0	121	0	0	
1018188	188	2:1101072	0	0	0	190	0	61	0	61	0	
1018189	189	2:1106872	0	0	0	190	61	0	122	0	0	
1018190	190	2:1112672	0	250	10	195	0	61	0	61	0	
1018191	191	2:1118472	0	0	0	195	62	0	124	0	0	
1018192	192	2:1124504	0	0	0	195	0	62	0	62	0	
1018193	193	2:1130304	0	0	0	195	62	0	125	0	0	
1018194	194	2:1136104	0	0	0	195	0	62	0	62	0	
1018195	195	2:1141904	0	0	0	200	63	0	126	0	0	
1018196	196	2:1147936	0	0	0	200	0	63	0	63	0	
1018197	197	2:1153736	0	0	0	200	63	0	127	0	0	
1018198	198	2:1159536	0	0	0	200	0	64	0	64	0	
1018199	199	2:1165336	0	0	0	200	64	0	129	0	0	
1018200	200	2:1317528	0	250	10	205	0	64	0	64	0	
1018201	201	2:1324314	0	0	0	205	65	0	130	0	0	
1018202	202	2:1330839	0	0	0	205	0	65	0	65	0	
1018203	203	2:1337364	0	0	0	205	65	0	131	0	0	
1018204	204	2:1343889	0	0	0	205	0	66	0	66	0	
1018205	205	2:1350675	0	0	0	210	66	0	132	0	0	
1018206	206	2:1357200	0	0	0	210	0	66	0	66	0	
1018207	207	2:1363725	0	0	0	210	66	0	133	0	0	
1018208	208	2:1370250	0	0	0	210	0	67	0	67	0	
1018209	209	2:1377036	0	0	0	210	67	0	135	0	0	
1018210	210	2:1383561	0	250	10	215	0	67	0	67	0	
1018211	211	2:1390086	0	0	0	215	68	0	136	0	0	
1018212	212	2:1396611	0	0	0	215	0	68	0	68	0	
1018213	213	2:1403397	0	0	0	215	68	0	137	0	0	
1018214	214	2:1409922	0	0	0	215	0	69	0	69	0	
1018215	215	2:1416447	0	0	0	220	69	0	138	0	0	
1018216	216	2:1422972	0	0	0	220	0	69	0	69	0	
1018217	217	2:1429758	0	0	0	220	70	0	140	0	0	
1018218	218	2:1436283	0	0	0	220	0	70	0	70	0	
1018219	219	2:1442808	0	0	0	220	70	0	141	0	0	
1018220	220	2:1610370	0	250	10	225	0	70	0	70	0	
1018221	221	2:1617910	0	0	0	225	71	0	142	0	0	
1018222	222	2:1625160	0	0	0	225	0	71	0	71	0	
1018223	223	2:1632410	0	0	0	225	71	0	143	0	0	
1018224	224	2:1639660	0	0	0	225	0	72	0	72	0	
1018225	225	2:1646910	0	0	0	230	72	0	145	0	0	
1018226	226	2:1654450	0	0	0	230	0	72	0	72	0	
1018227	227	2:1661700	0	0	0	230	73	0	146	0	0	
1018228	228	2:1668950	0	0	0	230	0	73	0	73	0	
1018229	229	2:1676200	0	0	0	230	73	0	147	0	0	
1018230	230	2:1683740	0	250	10	235	0	74	0	74	0	
1018231	231	2:1690990	0	0	0	235	74	0	148	0	0	
1018232	232	2:1698240	0	0	0	235	0	74	0	74	0	
1018233	233	2:1705490	0	0	0	235	75	0	150	0	0	
1018234	234	2:1713030	0	0	0	235	0	75	0	75	0	
1018235	235	2:1720280	0	0	0	240	75	0	151	0	0	
1018236	236	2:1727530	0	0	0	240	0	75	0	75	0	
1018237	237	2:1734780	0	0	0	240	76	0	152	0	0	
1018238	238	2:1742320	0	0	0	240	0	76	0	76	0	
1018239	239	2:1749570	0	0	0	240	76	0	153	0	0	
1018240	240	2:1932502	0	250	10	245	0	77	0	77	0	
1018241	241	2:1940477	0	0	0	245	77	0	154	0	0	
1018242	242	2:1948771	0	0	0	245	0	77	0	77	0	
1018243	243	2:1956746	0	0	0	245	78	0	156	0	0	
1018244	244	2:1964721	0	0	0	245	0	78	0	78	0	
1018245	245	2:1972696	0	0	0	250	78	0	157	0	0	
1018246	246	2:1980990	0	0	0	250	0	79	0	79	0	
1018247	247	2:1988965	0	0	0	250	79	0	158	0	0	
1018248	248	2:1996940	0	0	0	250	0	79	0	79	0	
1018249	249	2:2004915	0	0	0	250	79	0	159	0	0	
1018250	250	2:2012890	0	250	10	255	0	80	0	80	0	
1018251	251	2:2021184	0	0	0	255	80	0	161	0	0	
1018252	252	2:2029159	0	0	0	255	0	80	0	80	0	
1018253	253	2:2037134	0	0	0	255	81	0	162	0	0	
1018254	254	2:2045109	0	0	0	255	0	81	0	81	0	
1018255	255	2:2053403	0	0	0	260	81	0	163	0	0	
1018256	256	2:2061378	0	0	0	260	0	82	0	82	0	
1018257	257	2:2069353	0	0	0	260	82	0	164	0	0	
1018258	258	2:2077328	0	0	0	260	0	82	0	82	0	
1018259	259	2:2085622	0	0	0	260	83	0	166	0	0	
1018260	260	2:2283924	0	250	10	265	0	83	0	83	0	
1018261	261	2:2292624	0	0	0	265	83	0	167	0	0	
1018262	262	2:2301324	0	0	0	265	0	83	0	83	0	
1018263	263	2:2310372	0	0	0	265	84	0	168	0	0	
1018264	264	2:2319072	0	0	0	265	0	84	0	84	0	
1018265	265	2:2327772	0	0	0	270	84	0	169	0	0	
1018266	266	2:2336472	0	0	0	270	0	85	0	85	0	
1018267	267	2:2345520	0	0	0	270	85	0	170	0	0	
1018268	268	2:2354220	0	0	0	270	0	85	0	85	0	
1018269	269	2:2362920	0	0	0	270	86	0	172	0	0	
1018270	270	2:2371620	0	250	10	275	0	86	0	86	0	
1018271	271	2:2380668	0	0	0	275	86	0	173	0	0	
1018272	272	2:2389368	0	0	0	275	0	87	0	87	0	
1018273	273	2:2398068	0	0	0	275	87	0	174	0	0	
1018274	274	2:2406768	0	0	0	275	0	87	0	87	0	
1018275	275	2:2415468	0	0	0	280	87	0	175	0	0	
1018276	276	2:2424516	0	0	0	280	0	88	0	88	0	
1018277	277	2:2433216	0	0	0	280	88	0	177	0	0	
1018278	278	2:2441916	0	0	0	280	0	88	0	88	0	
1018279	279	2:2450616	0	0	0	280	89	0	178	0	0	
1018280	280	2:2664636	0	250	10	285	0	89	0	89	0	
1018281	281	2:2674061	0	0	0	285	89	0	179	0	0	
1018282	282	2:2683486	0	0	0	285	0	90	0	90	0	
1018283	283	2:2692911	0	0	0	285	90	0	180	0	0	
1018284	284	2:2702713	0	0	0	285	0	90	0	90	0	
1018285	285	2:2712138	0	0	0	290	91	0	182	0	0	
1018286	286	2:2721563	0	0	0	290	0	91	0	91	0	
1018287	287	2:2730988	0	0	0	290	91	0	183	0	0	
1018288	288	2:2740790	0	0	0	290	0	91	0	91	0	
1018289	289	2:2750215	0	0	0	290	92	0	184	0	0	
1018290	290	2:2759640	0	250	10	295	0	92	0	92	0	
1018291	291	2:2769065	0	0	0	295	92	0	185	0	0	
1018292	292	2:2778867	0	0	0	295	0	93	0	93	0	
1018293	293	2:2788292	0	0	0	295	93	0	187	0	0	
1018294	294	2:2797717	0	0	0	295	0	93	0	93	0	
1018295	295	2:2807142	0	0	0	300	94	0	188	0	0	
1018296	296	2:2816944	0	0	0	300	0	94	0	94	0	
1018297	297	2:2826369	0	0	0	300	94	0	189	0	0	
1018298	298	2:2835794	0	0	0	300	0	95	0	95	0	
1018299	299	2:2845219	0	0	0	300	95	0	190	0	0	
1018300	300	2:3074232	0	250	10	305	0	95	0	95	0	
1018301	301	2:3084788	0	0	0	305	95	0	191	0	0	
1018302	302	2:3094938	0	0	0	305	0	96	0	96	0	
1018303	303	2:3105088	0	0	0	305	96	0	193	0	0	
1018304	304	2:3115238	0	0	0	305	0	96	0	96	0	
1018305	305	2:3125794	0	0	0	310	97	0	194	0	0	
1018306	306	2:3135944	0	0	0	310	0	97	0	97	0	
1018307	307	2:3146094	0	0	0	310	97	0	195	0	0	
1018308	308	2:3156244	0	0	0	310	0	98	0	98	0	
1018309	309	2:3166800	0	0	0	310	98	0	196	0	0	
1018310	310	2:3176950	0	250	10	315	0	98	0	98	0	
1018311	311	2:3187100	0	0	0	315	99	0	198	0	0	
1018312	312	2:3197250	0	0	0	315	0	99	0	99	0	
1018313	313	2:3207806	0	0	0	315	99	0	199	0	0	
1018314	314	2:3217956	0	0	0	315	0	100	0	100	0	
1018315	315	2:3228106	0	0	0	320	100	0	200	0	0	
1018316	316	2:3238256	0	0	0	320	0	100	0	100	0	
1018317	317	2:3248812	0	0	0	320	100	0	201	0	0	
1018318	318	2:3258962	0	0	0	320	0	101	0	101	0	
1018319	319	2:3269112	0	0	0	320	101	0	203	0	0	
1018320	320	2:3513495	0	250	10	325	0	101	0	101	0	
1018321	321	2:3524805	0	0	0	325	102	0	204	0	0	
1018322	322	2:3535680	0	0	0	325	0	102	0	102	0	
1018323	323	2:3546555	0	0	0	325	102	0	205	0	0	
1018324	324	2:3557430	0	0	0	325	0	103	0	103	0	
1018325	325	2:3568305	0	0	0	330	103	0	206	0	0	
1018326	326	2:3579615	0	0	0	330	0	103	0	103	0	
1018327	327	2:3590490	0	0	0	330	104	0	208	0	0	
1018328	328	2:3601365	0	0	0	330	0	104	0	104	0	
1018329	329	2:3612240	0	0	0	330	104	0	209	0	0	
1018330	330	2:3623550	0	250	10	335	0	104	0	104	0	
1018331	331	2:3634425	0	0	0	335	105	0	210	0	0	
1018332	332	2:3645300	0	0	0	335	0	105	0	105	0	
1018333	333	2:3656175	0	0	0	335	105	0	211	0	0	
1018334	334	2:3667485	0	0	0	335	0	106	0	106	0	
1018335	335	2:3678360	0	0	0	340	106	0	212	0	0	
1018336	336	2:3689235	0	0	0	340	0	106	0	106	0	
1018337	337	2:3700110	0	0	0	340	107	0	214	0	0	
1018338	338	2:3711420	0	0	0	340	0	107	0	107	0	
1018339	339	2:3722295	0	0	0	340	107	0	215	0	0	
1018340	340	2:3982048	0	250	10	345	0	108	0	108	0	
1018341	341	2:3993648	0	0	0	345	108	0	216	0	0	
1018342	342	2:4005712	0	0	0	345	0	108	0	108	0	
1018343	343	2:4017312	0	0	0	345	108	0	217	0	0	
1018344	344	2:4028912	0	0	0	345	0	109	0	109	0	
1018345	345	2:4040512	0	0	0	350	109	0	219	0	0	
1018346	346	2:4052576	0	0	0	350	0	109	0	109	0	
1018347	347	2:4064176	0	0	0	350	110	0	220	0	0	
1018348	348	2:4075776	0	0	0	350	0	110	0	110	0	
1018349	349	2:4087376	0	0	0	350	110	0	221	0	0	
1018350	350	2:4098976	0	250	10	355	0	111	0	111	0	
1018351	351	2:4111040	0	0	0	355	111	0	222	0	0	
1018352	352	2:4122640	0	0	0	355	0	111	0	111	0	
1018353	353	2:4134240	0	0	0	355	112	0	224	0	0	
1018354	354	2:4145840	0	0	0	355	0	112	0	112	0	
1018355	355	2:4157904	0	0	0	360	112	0	225	0	0	
1018356	356	2:4169504	0	0	0	360	0	112	0	112	0	
1018357	357	2:4181104	0	0	0	360	113	0	226	0	0	
1018358	358	2:4192704	0	0	0	360	0	113	0	113	0	
1018359	359	2:4204768	0	0	0	360	113	0	227	0	0	
1018360	360	2:4479891	0	250	10	360	0	113	0	113	0	
1019001	1	2:260	1	0	0	4	2	0	2	0	0	
1019002	2	2:510	1	0	0	4	0	5	0	0	2	
1019003	3	2:760	1	0	0	4	3	0	3	0	0	
1019004	4	2:1010	1	0	0	4	0	6	0	0	3	
1019005	5	2:1270	1	0	0	8	3	0	3	0	0	
1019006	6	2:1520	1	0	0	8	0	7	0	0	3	
1019007	7	2:1770	1	0	0	8	4	0	4	0	0	
1019008	8	2:2020	1	0	0	8	0	8	0	0	4	
1019009	9	2:2280	1	0	0	8	4	0	4	0	0	
1019010	10	2:2530	1	200	10	12	0	9	0	0	4	
1019011	11	2:2780	1	0	0	12	5	0	5	0	0	
1019012	12	2:3030	1	0	0	12	0	10	0	0	5	
1019013	13	2:3290	1	0	0	12	5	0	5	0	0	
1019014	14	2:3540	1	0	0	12	0	11	0	0	5	
1019015	15	2:3790	1	0	0	16	6	0	6	0	0	
1019016	16	2:4040	1	0	0	16	0	12	0	0	6	
1019017	17	2:4300	1	0	0	16	6	0	6	0	0	
1019018	18	2:4550	1	0	0	16	0	13	0	0	6	
1019019	19	2:4800	1	0	0	16	7	0	7	0	0	
1019020	20	2:5050	1	200	10	20	0	14	0	0	7	
1019021	21	2:5310	1	0	0	20	7	0	7	0	0	
1019022	22	2:5560	1	0	0	20	0	15	0	0	7	
1019023	23	2:5810	1	0	0	20	8	0	8	0	0	
1019024	24	2:6060	1	0	0	20	0	16	0	0	8	
1019025	25	2:6310	1	0	0	24	8	0	8	0	0	
1019026	26	2:6570	1	0	0	24	0	17	0	0	8	
1019027	27	2:6820	1	0	0	24	9	0	9	0	0	
1019028	28	2:7070	1	0	0	24	0	18	0	0	9	
1019029	29	2:7320	1	0	0	24	9	0	9	0	0	
1019030	30	2:21982	1	200	10	28	0	19	0	0	9	
1019031	31	2:22707	1	0	0	28	10	0	10	0	0	
