int	int	int	int	int	int	int	int	string
101702050	2	50	6102	30	1175	1602	15	
101702051	2	51	6202	40	2675	1602	15	
101702052	2	52	6202	40	2675	1602	15	
101702053	2	53	6202	40	2675	1602	15	
101702054	2	54	6202	40	2675	1602	15	
101702055	2	55	6202	40	2675	1602	15	
101702056	2	56	6202	45	2675	1602	15	
101702057	2	57	6202	45	2675	1602	15	
101702058	2	58	6202	45	2675	1602	15	
101702059	2	59	6202	45	2675	1602	15	
101702060	2	60	6202	45	2675	1602	15	
101702061	2	61	6202	55	2675	1602	15	
101702062	2	62	6202	55	2675	1602	15	
101702063	2	63	6202	55	2675	1602	15	
101702064	2	64	6202	55	2675	1602	15	
101702065	2	65	6202	55	2675	1602	15	
101702066	2	66	6202	55	2675	1602	15	
101702067	2	67	6202	55	2675	1602	15	
101702068	2	68	6202	55	2675	1602	15	
101702069	2	69	6202	55	2675	1602	15	
101702070	2	70	6202	55	2675	1602	15	
101702071	2	71	6202	55	2675	1602	15	
101702072	2	72	6202	55	2675	1602	15	
101702073	2	73	6202	55	2675	1602	15	
101702074	2	74	6202	55	2675	1602	15	
101702075	2	75	6202	55	2675	1602	15	
101702076	2	76	6202	55	2675	1602	15	
101702077	2	77	6202	55	2675	1602	15	
101702078	2	78	6202	55	2675	1602	15	
101702079	2	79	6202	55	2675	1602	15	
101702080	2	80	6202	55	2675	1602	15	
101702081	2	81	6202	55	2675	1602	15	
101702082	2	82	6202	55	2675	1602	15	
101702083	2	83	6202	55	2675	1602	15	
101702084	2	84	6202	55	2675	1602	15	
101702085	2	85	6202	55	2675	1602	15	
101702086	2	86	6202	55	2675	1602	15	
101702087	2	87	6202	55	2675	1602	15	
101702088	2	88	6202	55	2675	1602	15	
101702089	2	89	6202	55	2675	1602	15	
101702090	2	90	6202	55	2675	1602	15	
101702091	2	91	6202	60	2675	1602	15	
101702092	2	92	6202	60	2675	1602	15	
101702093	2	93	6202	60	2675	1602	15	
101702094	2	94	6202	60	2675	1602	15	
101702095	2	95	6202	60	2675	1602	15	
101702096	2	96	6202	60	2675	1602	15	
101702097	2	97	6202	60	2675	1602	15	
101702098	2	98	6202	60	2675	1602	15	
101702099	2	99	6202	60	2675	1602	15	
101702100	2	100	6202	60	2675	1602	15	
101702101	2	101	6302	70	4175	1602	15	
101702102	2	102	6302	70	4175	1602	15	
101702103	2	103	6302	70	4175	1602	15	
101702104	2	104	6302	70	4175	1602	15	
101702105	2	105	6302	70	4175	1602	15	
101702106	2	106	6302	75	4175	1602	15	
101702107	2	107	6302	75	4175	1602	15	
101702108	2	108	6302	75	4175	1602	15	
101702109	2	109	6302	75	4175	1602	15	
101702110	2	110	6302	75	4175	1602	15	
101702111	2	111	6302	85	4175	1602	15	
101702112	2	112	6302	85	4175	1602	15	
101702113	2	113	6302	85	4175	1602	15	
101702114	2	114	6302	85	4175	1602	15	
101702115	2	115	6302	85	4175	1602	15	
101702116	2	116	6302	85	4175	1602	15	
101702117	2	117	6302	85	4175	1602	15	
101702118	2	118	6302	85	4175	1602	15	
101702119	2	119	6302	85	4175	1602	15	
101702120	2	120	6302	85	4175	1602	15	
101702121	2	121	6302	85	4175	1602	15	
101702122	2	122	6302	85	4175	1602	15	
101702123	2	123	6302	85	4175	1602	15	
101702124	2	124	6302	85	4175	1602	15	
101702125	2	125	6302	85	4175	1602	15	
101702126	2	126	6302	85	4175	1602	15	
101702127	2	127	6302	85	4175	1602	15	
101702128	2	128	6302	85	4175	1602	15	
101702129	2	129	6302	85	4175	1602	15	
101702130	2	130	6302	85	4175	1602	15	
101702131	2	131	6302	85	4175	1602	15	
101702132	2	132	6302	85	4175	1602	15	
101702133	2	133	6302	85	4175	1602	15	
101702134	2	134	6302	85	4175	1602	15	
101702135	2	135	6302	85	4175	1602	15	
101702136	2	136	6302	85	4175	1602	15	
101702137	2	137	6302	85	4175	1602	15	
101702138	2	138	6302	85	4175	1602	15	
101702139	2	139	6302	85	4175	1602	15	
101702140	2	140	6302	85	4175	1602	15	
101702141	2	141	6302	90	4175	1602	15	
101702142	2	142	6302	90	4175	1602	15	
101702143	2	143	6302	90	4175	1602	15	
101702144	2	144	6302	90	4175	1602	15	
101702145	2	145	6302	90	4175	1602	15	
101702146	2	146	6302	90	4175	1602	15	
101702147	2	147	6302	90	4175	1602	15	
101702148	2	148	6302	90	4175	1602	15	
101702149	2	149	6302	90	4175	1602	15	
101702150	2	150	6302	90	4175	1602	15	
101703001	3	1	6108	10	1175	1603	15	
101703002	3	2	6108	10	1175	1603	15	
101703003	3	3	6108	10	1175	1603	15	
101703004	3	4	6108	10	1175	1603	15	
101703005	3	5	6108	10	1175	1603	15	
101703006	3	6	6108	15	1175	1603	15	
101703007	3	7	6108	15	1175	1603	15	
101703008	3	8	6108	15	1175	1603	15	
101703009	3	9	6108	15	1175	1603	15	
101703010	3	10	6108	15	1175	1603	15	
101703011	3	11	6108	25	1175	1603	15	
101703012	3	12	6108	25	1175	1603	15	
101703013	3	13	6108	25	1175	1603	15	
101703014	3	14	6108	25	1175	1603	15	
101703015	3	15	6108	25	1175	1603	15	
101703016	3	16	6108	25	1175	1603	15	
101703017	3	17	6108	25	1175	1603	15	
101703018	3	18	6108	25	1175	1603	15	
101703019	3	19	6108	25	1175	1603	15	
101703020	3	20	6108	25	1175	1603	15	
101703021	3	21	6108	25	1175	1603	15	
101703022	3	22	6108	25	1175	1603	15	
101703023	3	23	6108	25	1175	1603	15	
101703024	3	24	6108	25	1175	1603	15	
101703025	3	25	6108	25	1175	1603	15	
101703026	3	26	6108	25	1175	1603	15	
101703027	3	27	6108	25	1175	1603	15	
101703028	3	28	6108	25	1175	1603	15	
101703029	3	29	6108	25	1175	1603	15	
101703030	3	30	6108	25	1175	1603	15	
101703031	3	31	6108	25	1175	1603	15	
101703032	3	32	6108	25	1175	1603	15	
101703033	3	33	6108	25	1175	1603	15	
101703034	3	34	6108	25	1175	1603	15	
101703035	3	35	6108	25	1175	1603	15	
101703036	3	36	6108	25	1175	1603	15	
101703037	3	37	6108	25	1175	1603	15	
101703038	3	38	6108	25	1175	1603	15	
101703039	3	39	6108	25	1175	1603	15	
101703040	3	40	6108	25	1175	1603	15	
101703041	3	41	6108	30	1175	1603	15	
101703042	3	42	6108	30	1175	1603	15	
101703043	3	43	6108	30	1175	1603	15	
101703044	3	44	6108	30	1175	1603	15	
101703045	3	45	6108	30	1175	1603	15	
101703046	3	46	6108	30	1175	1603	15	
101703047	3	47	6108	30	1175	1603	15	
101703048	3	48	6108	30	1175	1603	15	
101703049	3	49	6108	30	1175	1603	15	
101703050	3	50	6108	30	1175	1603	15	
101703051	3	51	6208	40	2675	1603	15	
101703052	3	52	6208	40	2675	1603	15	
101703053	3	53	6208	40	2675	1603	15	
101703054	3	54	6208	40	2675	1603	15	
101703055	3	55	6208	40	2675	1603	15	
101703056	3	56	6208	45	2675	1603	15	
101703057	3	57	6208	45	2675	1603	15	
101703058	3	58	6208	45	2675	1603	15	
101703059	3	59	6208	45	2675	1603	15	
101703060	3	60	6208	45	2675	1603	15	
101703061	3	61	6208	55	2675	1603	15	
101703062	3	62	6208	55	2675	1603	15	
101703063	3	63	6208	55	2675	1603	15	
101703064	3	64	6208	55	2675	1603	15	
101703065	3	65	6208	55	2675	1603	15	
101703066	3	66	6208	55	2675	1603	15	
101703067	3	67	6208	55	2675	1603	15	
101703068	3	68	6208	55	2675	1603	15	
101703069	3	69	6208	55	2675	1603	15	
101703070	3	70	6208	55	2675	1603	15	
101703071	3	71	6208	55	2675	1603	15	
101703072	3	72	6208	55	2675	1603	15	
101703073	3	73	6208	55	2675	1603	15	
101703074	3	74	6208	55	2675	1603	15	
101703075	3	75	6208	55	2675	1603	15	
101703076	3	76	6208	55	2675	1603	15	
101703077	3	77	6208	55	2675	1603	15	
101703078	3	78	6208	55	2675	1603	15	
101703079	3	79	6208	55	2675	1603	15	
101703080	3	80	6208	55	2675	1603	15	
101703081	3	81	6208	55	2675	1603	15	
101703082	3	82	6208	55	2675	1603	15	
101703083	3	83	6208	55	2675	1603	15	
101703084	3	84	6208	55	2675	1603	15	
101703085	3	85	6208	55	2675	1603	15	
101703086	3	86	6208	55	2675	1603	15	
101703087	3	87	6208	55	2675	1603	15	
101703088	3	88	6208	55	2675	1603	15	
101703089	3	89	6208	55	2675	1603	15	
101703090	3	90	6208	55	2675	1603	15	
101703091	3	91	6208	60	2675	1603	15	
101703092	3	92	6208	60	2675	1603	15	
101703093	3	93	6208	60	2675	1603	15	
101703094	3	94	6208	60	2675	1603	15	
101703095	3	95	6208	60	2675	1603	15	
101703096	3	96	6208	60	2675	1603	15	
101703097	3	97	6208	60	2675	1603	15	
101703098	3	98	6208	60	2675	1603	15	
101703099	3	99	6208	60	2675	1603	15	
101703100	3	100	6208	60	2675	1603	15	
101703101	3	101	6308	70	4175	1603	15	
101703102	3	102	6308	70	4175	1603	15	
101703103	3	103	6308	70	4175	1603	15	
101703104	3	104	6308	70	4175	1603	15	
101703105	3	105	6308	70	4175	1603	15	
101703106	3	106	6308	75	4175	1603	15	
101703107	3	107	6308	75	4175	1603	15	
101703108	3	108	6308	75	4175	1603	15	
101703109	3	109	6308	75	4175	1603	15	
101703110	3	110	6308	75	4175	1603	15	
101703111	3	111	6308	85	4175	1603	15	
101703112	3	112	6308	85	4175	1603	15	
101703113	3	113	6308	85	4175	1603	15	
101703114	3	114	6308	85	4175	1603	15	
101703115	3	115	6308	85	4175	1603	15	
101703116	3	116	6308	85	4175	1603	15	
101703117	3	117	6308	85	4175	1603	15	
101703118	3	118	6308	85	4175	1603	15	
101703119	3	119	6308	85	4175	1603	15	
101703120	3	120	6308	85	4175	1603	15	
101703121	3	121	6308	85	4175	1603	15	
101703122	3	122	6308	85	4175	1603	15	
101703123	3	123	6308	85	4175	1603	15	
101703124	3	124	6308	85	4175	1603	15	
101703125	3	125	6308	85	4175	1603	15	
101703126	3	126	6308	85	4175	1603	15	
101703127	3	127	6308	85	4175	1603	15	
101703128	3	128	6308	85	4175	1603	15	
101703129	3	129	6308	85	4175	1603	15	
101703130	3	130	6308	85	4175	1603	15	
101703131	3	131	6308	85	4175	1603	15	
101703132	3	132	6308	85	4175	1603	15	
101703133	3	133	6308	85	4175	1603	15	
101703134	3	134	6308	85	4175	1603	15	
101703135	3	135	6308	85	4175	1603	15	
101703136	3	136	6308	85	4175	1603	15	
101703137	3	137	6308	85	4175	1603	15	
101703138	3	138	6308	85	4175	1603	15	
101703139	3	139	6308	85	4175	1603	15	
101703140	3	140	6308	85	4175	1603	15	
101703141	3	141	6308	90	4175	1603	15	
101703142	3	142	6308	90	4175	1603	15	
101703143	3	143	6308	90	4175	1603	15	
101703144	3	144	6308	90	4175	1603	15	
101703145	3	145	6308	90	4175	1603	15	
101703146	3	146	6308	90	4175	1603	15	
101703147	3	147	6308	90	4175	1603	15	
101703148	3	148	6308	90	4175	1603	15	
101703149	3	149	6308	90	4175	1603	15	
101703150	3	150	6308	90	4175	1603	15	
101704001	4	1	6101	10	1175	1603	15	
101704002	4	2	6101	10	1175	1603	15	
101704003	4	3	6101	10	1175	1603	15	
101704004	4	4	6101	10	1175	1603	15	
101704005	4	5	6101	10	1175	1603	15	
101704006	4	6	6101	15	1175	1603	15	
101704007	4	7	6101	15	1175	1603	15	
101704008	4	8	6101	15	1175	1603	15	
101704009	4	9	6101	15	1175	1603	15	
101704010	4	10	6101	15	1175	1603	15	
101704011	4	11	6101	25	1175	1603	15	
101704012	4	12	6101	25	1175	1603	15	
101704013	4	13	6101	25	1175	1603	15	
101704014	4	14	6101	25	1175	1603	15	
101704015	4	15	6101	25	1175	1603	15	
101704016	4	16	6101	25	1175	1603	15	
101704017	4	17	6101	25	1175	1603	15	
101704018	4	18	6101	25	1175	1603	15	
101704019	4	19	6101	25	1175	1603	15	
101704020	4	20	6101	25	1175	1603	15	
101704021	4	21	6101	25	1175	1603	15	
101704022	4	22	6101	25	1175	1603	15	
101704023	4	23	6101	25	1175	1603	15	
101704024	4	24	6101	25	1175	1603	15	
101704025	4	25	6101	25	1175	1603	15	
101704026	4	26	6101	25	1175	1603	15	
101704027	4	27	6101	25	1175	1603	15	
101704028	4	28	6101	25	1175	1603	15	
101704029	4	29	6101	25	1175	1603	15	
101704030	4	30	6101	25	1175	1603	15	
101704031	4	31	6101	25	1175	1603	15	
101704032	4	32	6101	25	1175	1603	15	
101704033	4	33	6101	25	1175	1603	15	
101704034	4	34	6101	25	1175	1603	15	
101704035	4	35	6101	25	1175	1603	15	
101704036	4	36	6101	25	1175	1603	15	
101704037	4	37	6101	25	1175	1603	15	
101704038	4	38	6101	25	1175	1603	15	
101704039	4	39	6101	25	1175	1603	15	
101704040	4	40	6101	25	1175	1603	15	
101704041	4	41	6101	30	1175	1603	15	
101704042	4	42	6101	30	1175	1603	15	
101704043	4	43	6101	30	1175	1603	15	
101704044	4	44	6101	30	1175	1603	15	
101704045	4	45	6101	30	1175	1603	15	
101704046	4	46	6101	30	1175	1603	15	
101704047	4	47	6101	30	1175	1603	15	
101704048	4	48	6101	30	1175	1603	15	
101704049	4	49	6101	30	1175	1603	15	
101704050	4	50	6101	30	1175	1603	15	
101704051	4	51	6201	40	2675	1603	15	
101704052	4	52	6201	40	2675	1603	15	
101704053	4	53	6201	40	2675	1603	15	
101704054	4	54	6201	40	2675	1603	15	
101704055	4	55	6201	40	2675	1603	15	
101704056	4	56	6201	45	2675	1603	15	
101704057	4	57	6201	45	2675	1603	15	
101704058	4	58	6201	45	2675	1603	15	
101704059	4	59	6201	45	2675	1603	15	
101704060	4	60	6201	45	2675	1603	15	
101704061	4	61	6201	55	2675	1603	15	
101704062	4	62	6201	55	2675	1603	15	
101704063	4	63	6201	55	2675	1603	15	
101704064	4	64	6201	55	2675	1603	15	
101704065	4	65	6201	55	2675	1603	15	
101704066	4	66	6201	55	2675	1603	15	
101704067	4	67	6201	55	2675	1603	15	
101704068	4	68	6201	55	2675	1603	15	
101704069	4	69	6201	55	2675	1603	15	
101704070	4	70	6201	55	2675	1603	15	
101704071	4	71	6201	55	2675	1603	15	
101704072	4	72	6201	55	2675	1603	15	
101704073	4	73	6201	55	2675	1603	15	
101704074	4	74	6201	55	2675	1603	15	
101704075	4	75	6201	55	2675	1603	15	
101704076	4	76	6201	55	2675	1603	15	
101704077	4	77	6201	55	2675	1603	15	
101704078	4	78	6201	55	2675	1603	15	
101704079	4	79	6201	55	2675	1603	15	
101704080	4	80	6201	55	2675	1603	15	
101704081	4	81	6201	55	2675	1603	15	
101704082	4	82	6201	55	2675	1603	15	
101704083	4	83	6201	55	2675	1603	15	
101704084	4	84	6201	55	2675	1603	15	
101704085	4	85	6201	55	2675	1603	15	
101704086	4	86	6201	55	2675	1603	15	
101704087	4	87	6201	55	2675	1603	15	
101704088	4	88	6201	55	2675	1603	15	
101704089	4	89	6201	55	2675	1603	15	
101704090	4	90	6201	55	2675	1603	15	
101704091	4	91	6201	60	2675	1603	15	
101704092	4	92	6201	60	2675	1603	15	
101704093	4	93	6201	60	2675	1603	15	
101704094	4	94	6201	60	2675	1603	15	
101704095	4	95	6201	60	2675	1603	15	
101704096	4	96	6201	60	2675	1603	15	
101704097	4	97	6201	60	2675	1603	15	
101704098	4	98	6201	60	2675	1603	15	
101704099	4	99	6201	60	2675	1603	15	
101704100	4	100	6201	60	2675	1603	15	
101704101	4	101	6301	70	4175	1603	15	
101704102	4	102	6301	70	4175	1603	15	
101704103	4	103	6301	70	4175	1603	15	
101704104	4	104	6301	70	4175	1603	15	
101704105	4	105	6301	70	4175	1603	15	
101704106	4	106	6301	75	4175	1603	15	
101704107	4	107	6301	75	4175	1603	15	
101704108	4	108	6301	75	4175	1603	15	
101704109	4	109	6301	75	4175	1603	15	
101704110	4	110	6301	75	4175	1603	15	
101704111	4	111	6301	85	4175	1603	15	
101704112	4	112	6301	85	4175	1603	15	
101704113	4	113	6301	85	4175	1603	15	
101704114	4	114	6301	85	4175	1603	15	
101704115	4	115	6301	85	4175	1603	15	
101704116	4	116	6301	85	4175	1603	15	
101704117	4	117	6301	85	4175	1603	15	
101704118	4	118	6301	85	4175	1603	15	
101704119	4	119	6301	85	4175	1603	15	
101704120	4	120	6301	85	4175	1603	15	
101704121	4	121	6301	85	4175	1603	15	
101704122	4	122	6301	85	4175	1603	15	
101704123	4	123	6301	85	4175	1603	15	
101704124	4	124	6301	85	4175	1603	15	
101704125	4	125	6301	85	4175	1603	15	
101704126	4	126	6301	85	4175	1603	15	
101704127	4	127	6301	85	4175	1603	15	
101704128	4	128	6301	85	4175	1603	15	
101704129	4	129	6301	85	4175	1603	15	
101704130	4	130	6301	85	4175	1603	15	
101704131	4	131	6301	85	4175	1603	15	
101704132	4	132	6301	85	4175	1603	15	
101704133	4	133	6301	85	4175	1603	15	
101704134	4	134	6301	85	4175	1603	15	
101704135	4	135	6301	85	4175	1603	15	
101704136	4	136	6301	85	4175	1603	15	
101704137	4	137	6301	85	4175	1603	15	
101704138	4	138	6301	85	4175	1603	15	
101704139	4	139	6301	85	4175	1603	15	
101704140	4	140	6301	85	4175	1603	15	
101704141	4	141	6301	90	4175	1603	15	
101704142	4	142	6301	90	4175	1603	15	
101704143	4	143	6301	90	4175	1603	15	
101704144	4	144	6301	90	4175	1603	15	
101704145	4	145	6301	90	4175	1603	15	
101704146	4	146	6301	90	4175	1603	15	
101704147	4	147	6301	90	4175	1603	15	
101704148	4	148	6301	90	4175	1603	15	
101704149	4	149	6301	90	4175	1603	15	
101704150	4	150	6301	90	4175	1603	15	
101801001	1	1	6104	10	1175	1601	15	
101801002	1	2	6104	10	1175	1601	15	
101801003	1	3	6104	10	1175	1601	15	
101801004	1	4	6104	10	1175	1601	15	
101801005	1	5	6104	10	1175	1601	15	
101801006	1	6	6104	15	1175	1601	15	
101801007	1	7	6104	15	1175	1601	15	
101801008	1	8	6104	15	1175	1601	15	
101801009	1	9	6104	15	1175	1601	15	
101801010	1	10	6104	15	1175	1601	15	
101801011	1	11	6104	25	1175	1601	15	
101801012	1	12	6104	25	1175	1601	15	
101801013	1	13	6104	25	1175	1601	15	
101801014	1	14	6104	25	1175	1601	15	
101801015	1	15	6104	25	1175	1601	15	
101801016	1	16	6104	25	1175	1601	15	
101801017	1	17	6104	25	1175	1601	15	
101801018	1	18	6104	25	1175	1601	15	
101801019	1	19	6104	25	1175	1601	15	
101801020	1	20	6104	25	1175	1601	15	
101801021	1	21	6104	25	1175	1601	15	
101801022	1	22	6104	25	1175	1601	15	
101801023	1	23	6104	25	1175	1601	15	
101801024	1	24	6104	25	1175	1601	15	
101801025	1	25	6104	25	1175	1601	15	
101801026	1	26	6104	25	1175	1601	15	
101801027	1	27	6104	25	1175	1601	15	
101801028	1	28	6104	25	1175	1601	15	
101801029	1	29	6104	25	1175	1601	15	
101801030	1	30	6104	25	1175	1601	15	
101801031	1	31	6104	25	1175	1601	15	
101801032	1	32	6104	25	1175	1601	15	
101801033	1	33	6104	25	1175	1601	15	
101801034	1	34	6104	25	1175	1601	15	
101801035	1	35	6104	25	1175	1601	15	
101801036	1	36	6104	25	1175	1601	15	
101801037	1	37	6104	25	1175	1601	15	
101801038	1	38	6104	25	1175	1601	15	
101801039	1	39	6104	25	1175	1601	15	
101801040	1	40	6104	25	1175	1601	15	
101801041	1	41	6104	30	1175	1601	15	
101801042	1	42	6104	30	1175	1601	15	
101801043	1	43	6104	30	1175	1601	15	
101801044	1	44	6104	30	1175	1601	15	
101801045	1	45	6104	30	1175	1601	15	
101801046	1	46	6104	30	1175	1601	15	
101801047	1	47	6104	30	1175	1601	15	
101801048	1	48	6104	30	1175	1601	15	
101801049	1	49	6104	30	1175	1601	15	
101801050	1	50	6104	30	1175	1601	15	
101801051	1	51	6204	40	2675	1601	15	
101801052	1	52	6204	40	2675	1601	15	
101801053	1	53	6204	40	2675	1601	15	
101801054	1	54	6204	40	2675	1601	15	
101801055	1	55	6204	40	2675	1601	15	
101801056	1	56	6204	45	2675	1601	15	
101801057	1	57	6204	45	2675	1601	15	
101801058	1	58	6204	45	2675	1601	15	
101801059	1	59	6204	45	2675	1601	15	
101801060	1	60	6204	45	2675	1601	15	
101801061	1	61	6204	55	2675	1601	15	
101801062	1	62	6204	55	2675	1601	15	
101801063	1	63	6204	55	2675	1601	15	
101801064	1	64	6204	55	2675	1601	15	
101801065	1	65	6204	55	2675	1601	15	
101801066	1	66	6204	55	2675	1601	15	
101801067	1	67	6204	55	2675	1601	15	
101801068	1	68	6204	55	2675	1601	15	
101801069	1	69	6204	55	2675	1601	15	
101801070	1	70	6204	55	2675	1601	15	
101801071	1	71	6204	55	2675	1601	15	
101801072	1	72	6204	55	2675	1601	15	
101801073	1	73	6204	55	2675	1601	15	
101801074	1	74	6204	55	2675	1601	15	
101801075	1	75	6204	55	2675	1601	15	
101801076	1	76	6204	55	2675	1601	15	
101801077	1	77	6204	55	2675	1601	15	
101801078	1	78	6204	55	2675	1601	15	
101801079	1	79	6204	55	2675	1601	15	
101801080	1	80	6204	55	2675	1601	15	
101801081	1	81	6204	55	2675	1601	15	
101801082	1	82	6204	55	2675	1601	15	
101801083	1	83	6204	55	2675	1601	15	
101801084	1	84	6204	55	2675	1601	15	
101801085	1	85	6204	55	2675	1601	15	
101801086	1	86	6204	55	2675	1601	15	
101801087	1	87	6204	55	2675	1601	15	
101801088	1	88	6204	55	2675	1601	15	
101801089	1	89	6204	55	2675	1601	15	
101801090	1	90	6204	55	2675	1601	15	
101801091	1	91	6204	60	2675	1601	15	
101801092	1	92	6204	60	2675	1601	15	
101801093	1	93	6204	60	2675	1601	15	
101801094	1	94	6204	60	2675	1601	15	
101801095	1	95	6204	60	2675	1601	15	
101801096	1	96	6204	60	2675	1601	15	
101801097	1	97	6204	60	2675	1601	15	
101801098	1	98	6204	60	2675	1601	15	
101801099	1	99	6204	60	2675	1601	15	
101801100	1	100	6204	60	2675	1601	15	
101801101	1	101	6304	70	4175	1601	15	
101801102	1	102	6304	70	4175	1601	15	
101801103	1	103	6304	70	4175	1601	15	
101801104	1	104	6304	70	4175	1601	15	
101801105	1	105	6304	70	4175	1601	15	
101801106	1	106	6304	75	4175	1601	15	
101801107	1	107	6304	75	4175	1601	15	
101801108	1	108	6304	75	4175	1601	15	
101801109	1	109	6304	75	4175	1601	15	
101801110	1	110	6304	75	4175	1601	15	
101801111	1	111	6304	85	4175	1601	15	
101801112	1	112	6304	85	4175	1601	15	
101801113	1	113	6304	85	4175	1601	15	
101801114	1	114	6304	85	4175	1601	15	
101801115	1	115	6304	85	4175	1601	15	
101801116	1	116	6304	85	4175	1601	15	
101801117	1	117	6304	85	4175	1601	15	
101801118	1	118	6304	85	4175	1601	15	
101801119	1	119	6304	85	4175	1601	15	
101801120	1	120	6304	85	4175	1601	15	
101801121	1	121	6304	85	4175	1601	15	
101801122	1	122	6304	85	4175	1601	15	
101801123	1	123	6304	85	4175	1601	15	
101801124	1	124	6304	85	4175	1601	15	
101801125	1	125	6304	85	4175	1601	15	
101801126	1	126	6304	85	4175	1601	15	
101801127	1	127	6304	85	4175	1601	15	
101801128	1	128	6304	85	4175	1601	15	
101801129	1	129	6304	85	4175	1601	15	
101801130	1	130	6304	85	4175	1601	15	
101801131	1	131	6304	85	4175	1601	15	
101801132	1	132	6304	85	4175	1601	15	
101801133	1	133	6304	85	4175	1601	15	
101801134	1	134	6304	85	4175	1601	15	
101801135	1	135	6304	85	4175	1601	15	
101801136	1	136	6304	85	4175	1601	15	
101801137	1	137	6304	85	4175	1601	15	
101801138	1	138	6304	85	4175	1601	15	
101801139	1	139	6304	85	4175	1601	15	
101801140	1	140	6304	85	4175	1601	15	
101801141	1	141	6304	90	4175	1601	15	
101801142	1	142	6304	90	4175	1601	15	
101801143	1	143	6304	90	4175	1601	15	
101801144	1	144	6304	90	4175	1601	15	
101801145	1	145	6304	90	4175	1601	15	
101801146	1	146	6304	90	4175	1601	15	
101801147	1	147	6304	90	4175	1601	15	
101801148	1	148	6304	90	4175	1601	15	
101801149	1	149	6304	90	4175	1601	15	
101801150	1	150	6304	90	4175	1601	15	
101802001	2	1	6109	10	1175	1601	15	
101802002	2	2	6109	10	1175	1601	15	
101802003	2	3	6109	10	1175	1601	15	
101802004	2	4	6109	10	1175	1601	15	
101802005	2	5	6109	10	1175	1601	15	
101802006	2	6	6109	15	1175	1601	15	
101802007	2	7	6109	15	1175	1601	15	
101802008	2	8	6109	15	1175	1601	15	
101802009	2	9	6109	15	1175	1601	15	
101802010	2	10	6109	15	1175	1601	15	
101802011	2	11	6109	25	1175	1601	15	
101802012	2	12	6109	25	1175	1601	15	
101802013	2	13	6109	25	1175	1601	15	
101802014	2	14	6109	25	1175	1601	15	
101802015	2	15	6109	25	1175	1601	15	
101802016	2	16	6109	25	1175	1601	15	
101802017	2	17	6109	25	1175	1601	15	
101802018	2	18	6109	25	1175	1601	15	
101802019	2	19	6109	25	1175	1601	15	
101802020	2	20	6109	25	1175	1601	15	
101802021	2	21	6109	25	1175	1601	15	
101802022	2	22	6109	25	1175	1601	15	
101802023	2	23	6109	25	1175	1601	15	
101802024	2	24	6109	25	1175	1601	15	
101802025	2	25	6109	25	1175	1601	15	
101802026	2	26	6109	25	1175	1601	15	
101802027	2	27	6109	25	1175	1601	15	
101802028	2	28	6109	25	1175	1601	15	
101802029	2	29	6109	25	1175	1601	15	
101802030	2	30	6109	25	1175	1601	15	
101802031	2	31	6109	25	1175	1601	15	
101802032	2	32	6109	25	1175	1601	15	
101802033	2	33	6109	25	1175	1601	15	
101802034	2	34	6109	25	1175	1601	15	
101802035	2	35	6109	25	1175	1601	15	
101802036	2	36	6109	25	1175	1601	15	
101802037	2	37	6109	25	1175	1601	15	
101802038	2	38	6109	25	1175	1601	15	
101802039	2	39	6109	25	1175	1601	15	
101802040	2	40	6109	25	1175	1601	15	
101802041	2	41	6109	30	1175	1601	15	
101802042	2	42	6109	30	1175	1601	15	
101802043	2	43	6109	30	1175	1601	15	
101802044	2	44	6109	30	1175	1601	15	
101802045	2	45	6109	30	1175	1601	15	
101802046	2	46	6109	30	1175	1601	15	
101802047	2	47	6109	30	1175	1601	15	
101802048	2	48	6109	30	1175	1601	15	
101802049	2	49	6109	30	1175	1601	15	
101802050	2	50	6109	30	1175	1601	15	
101802051	2	51	6209	40	2675	1601	15	
101802052	2	52	6209	40	2675	1601	15	
101802053	2	53	6209	40	2675	1601	15	
101802054	2	54	6209	40	2675	1601	15	
101802055	2	55	6209	40	2675	1601	15	
101802056	2	56	6209	45	2675	1601	15	
101802057	2	57	6209	45	2675	1601	15	
101802058	2	58	6209	45	2675	1601	15	
101802059	2	59	6209	45	2675	1601	15	
101802060	2	60	6209	45	2675	1601	15	
101802061	2	61	6209	55	2675	1601	15	
101802062	2	62	6209	55	2675	1601	15	
101802063	2	63	6209	55	2675	1601	15	
101802064	2	64	6209	55	2675	1601	15	
101802065	2	65	6209	55	2675	1601	15	
101802066	2	66	6209	55	2675	1601	15	
101802067	2	67	6209	55	2675	1601	15	
101802068	2	68	6209	55	2675	1601	15	
101802069	2	69	6209	55	2675	1601	15	
101802070	2	70	6209	55	2675	1601	15	
101802071	2	71	6209	55	2675	1601	15	
101802072	2	72	6209	55	2675	1601	15	
101802073	2	73	6209	55	2675	1601	15	
101802074	2	74	6209	55	2675	1601	15	
101802075	2	75	6209	55	2675	1601	15	
101802076	2	76	6209	55	2675	1601	15	
101802077	2	77	6209	55	2675	1601	15	
101802078	2	78	6209	55	2675	1601	15	
101802079	2	79	6209	55	2675	1601	15	
101802080	2	80	6209	55	2675	1601	15	
101802081	2	81	6209	55	2675	1601	15	
101802082	2	82	6209	55	2675	1601	15	
101802083	2	83	6209	55	2675	1601	15	
101802084	2	84	6209	55	2675	1601	15	
