int	int	int	string	DTItemNum[]	int[]	DTRandomInterval[]	string	int	string
101605103	51	3	培养3	2:186760;5004:245	1601;1603;1605	8:31;8:31;8:31	拍电影	1001	
101605104	51	4	培养4	2:186760;5004:245	1601;1602;1605	8:31;16:62;8:31	拍电影	1001	
101605201	52	1	培养1	2:190385;5004:245	1601;1602;1603	8:31;16:62;8:31	拍电影	1001	
101605202	52	2	培养2	2:190385;5004:245	1602;1603;1605	16:62;8:31;8:31	拍电影	1001	
101605203	52	3	培养3	2:190385;5004:245	1601;1603;1605	8:31;8:31;8:31	拍电影	1001	
101605204	52	4	培养4	2:190385;5004:245	1601;1602;1605	8:31;16:62;8:31	拍电影	1001	
101605301	53	1	培养1	2:194010;5004:245	1601;1602;1603	8:31;16:62;8:31	拍电影	1001	
101605302	53	2	培养2	2:194010;5004:245	1602;1603;1605	16:62;8:31;8:31	拍电影	1001	
101605303	53	3	培养3	2:194010;5004:245	1601;1603;1605	8:31;8:31;8:31	拍电影	1001	
101605304	53	4	培养4	2:194010;5004:245	1601;1602;1605	8:31;16:62;8:31	拍电影	1001	
101605401	54	1	培养1	2:197635;5004:245	1601;1602;1603	8:31;16:62;8:31	拍电影	1001	
101605402	54	2	培养2	2:197635;5004:245	1602;1603;1605	16:62;8:31;8:31	拍电影	1001	
101605403	54	3	培养3	2:197635;5004:245	1601;1603;1605	8:31;8:31;8:31	拍电影	1001	
101605404	54	4	培养4	2:197635;5004:245	1601;1602;1605	8:31;16:62;8:31	拍电影	1001	
101605501	55	1	培养1	2:201405;5004:245	1601;1602;1603	8:31;16:62;8:31	拍电影	1001	
101605502	55	2	培养2	2:201405;5004:245	1602;1603;1605	16:62;8:31;8:31	拍电影	1001	
101605503	55	3	培养3	2:201405;5004:245	1601;1603;1605	8:31;8:31;8:31	拍电影	1001	
101605504	55	4	培养4	2:201405;5004:245	1601;1602;1605	8:31;16:62;8:31	拍电影	1001	
101605601	56	1	培养1	2:205030;5004:280	1601;1602;1603	9:34;17:68;9:34	拍电影	1001	
101605602	56	2	培养2	2:205030;5004:280	1602;1603;1605	17:68;9:34;9:34	拍电影	1001	
101605603	56	3	培养3	2:205030;5004:280	1601;1603;1605	9:34;9:34;9:34	拍电影	1001	
101605604	56	4	培养4	2:205030;5004:280	1601;1602;1605	9:34;17:68;9:34	拍电影	1001	
101605701	57	1	培养1	2:208655;5004:280	1601;1602;1603	9:34;17:67;9:34	拍电影	1001	
101605702	57	2	培养2	2:208655;5004:280	1602;1603;1605	17:67;9:34;9:34	拍电影	1001	
101605703	57	3	培养3	2:208655;5004:280	1601;1603;1605	9:34;9:34;9:34	拍电影	1001	
101605704	57	4	培养4	2:208655;5004:280	1601;1602;1605	9:34;17:67;9:34	拍电影	1001	
101605801	58	1	培养1	2:212280;5004:280	1601;1602;1603	9:34;17:67;9:34	拍电影	1001	
101605802	58	2	培养2	2:212280;5004:280	1602;1603;1605	17:67;9:34;9:34	拍电影	1001	
101605803	58	3	培养3	2:212280;5004:280	1601;1603;1605	9:34;9:34;9:34	拍电影	1001	
101605804	58	4	培养4	2:212280;5004:280	1601;1602;1605	9:34;17:67;9:34	拍电影	1001	
101605901	59	1	培养1	2:216050;5004:280	1601;1602;1603	9:34;17:67;9:34	拍电影	1001	
101605902	59	2	培养2	2:216050;5004:280	1602;1603;1605	17:67;9:34;9:34	拍电影	1001	
101605903	59	3	培养3	2:216050;5004:280	1601;1603;1605	9:34;9:34;9:34	拍电影	1001	
101605904	59	4	培养4	2:216050;5004:280	1601;1602;1605	9:34;17:67;9:34	拍电影	1001	
101606001	60	1	培养1	2:439350;5004:280	1601;1602;1603	9:34;17:67;9:34	拍电影	1001	
101606002	60	2	培养2	2:439350;5004:280	1602;1603;1605	17:67;9:34;9:34	拍电影	1001	
101606003	60	3	培养3	2:439350;5004:280	1601;1603;1605	9:34;9:34;9:34	拍电影	1001	
101606004	60	4	培养4	2:439350;5004:280	1601;1602;1605	9:34;17:67;9:34	拍电影	1001	
101606101	61	1	培养1	2:446600;5004:320	1601;1602;1603	9:36;19:73;9:36	拍电影	1001	
101606102	61	2	培养2	2:446600;5004:320	1602;1603;1605	19:73;9:36;9:36	拍电影	1001	
101606103	61	3	培养3	2:446600;5004:320	1601;1603;1605	9:36;9:36;9:36	拍电影	1001	
101606104	61	4	培养4	2:446600;5004:320	1601;1602;1605	9:36;19:73;9:36	拍电影	1001	
101606201	62	1	培养1	2:453850;5004:320	1601;1602;1603	9:36;19:73;9:36	拍电影	1001	
101606202	62	2	培养2	2:453850;5004:320	1602;1603;1605	19:73;9:36;9:36	拍电影	1001	
101606203	62	3	培养3	2:453850;5004:320	1601;1603;1605	9:36;9:36;9:36	拍电影	1001	
101606204	62	4	培养4	2:453850;5004:320	1601;1602;1605	9:36;19:73;9:36	拍电影	1001	
101606301	63	1	培养1	2:461390;5004:320	1601;1602;1603	9:36;19:73;9:36	拍电影	1001	
101606302	63	2	培养2	2:461390;5004:320	1602;1603;1605	19:73;9:36;9:36	拍电影	1001	
101606303	63	3	培养3	2:461390;5004:320	1601;1603;1605	9:36;9:36;9:36	拍电影	1001	
101606304	63	4	培养4	2:461390;5004:320	1601;1602;1605	9:36;19:73;9:36	拍电影	1001	
101606401	64	1	培养1	2:468640;5004:320	1601;1602;1603	9:36;19:73;9:36	拍电影	1001	
101606402	64	2	培养2	2:468640;5004:320	1602;1603;1605	19:73;9:36;9:36	拍电影	1001	
101606403	64	3	培养3	2:468640;5004:320	1601;1603;1605	9:36;9:36;9:36	拍电影	1001	
101606404	64	4	培养4	2:468640;5004:320	1601;1602;1605	9:36;19:73;9:36	拍电影	1001	
101606501	65	1	培养1	2:475890;5004:320	1601;1602;1603	9:36;19:73;9:36	拍电影	1001	
101606502	65	2	培养2	2:475890;5004:320	1602;1603;1605	19:73;9:36;9:36	拍电影	1001	
101606503	65	3	培养3	2:475890;5004:320	1601;1603;1605	9:36;9:36;9:36	拍电影	1001	
101606504	65	4	培养4	2:475890;5004:320	1601;1602;1605	9:36;19:73;9:36	拍电影	1001	
101606601	66	1	培养1	2:483140;5004:360	1601;1602;1603	10:39;20:78;10:39	拍电影	1001	
101606602	66	2	培养2	2:483140;5004:360	1602;1603;1605	20:78;10:39;10:39	拍电影	1001	
101606603	66	3	培养3	2:483140;5004:360	1601;1603;1605	10:39;10:39;10:39	拍电影	1001	
101606604	66	4	培养4	2:483140;5004:360	1601;1602;1605	10:39;20:78;10:39	拍电影	1001	
101606701	67	1	培养1	2:490680;5004:360	1601;1602;1603	10:39;20:78;10:39	拍电影	1001	
101606702	67	2	培养2	2:490680;5004:360	1602;1603;1605	20:78;10:39;10:39	拍电影	1001	
101606703	67	3	培养3	2:490680;5004:360	1601;1603;1605	10:39;10:39;10:39	拍电影	1001	
101606704	67	4	培养4	2:490680;5004:360	1601;1602;1605	10:39;20:78;10:39	拍电影	1001	
101606801	68	1	培养1	2:497930;5004:360	1601;1602;1603	10:39;20:78;10:39	拍电影	1001	
101606802	68	2	培养2	2:497930;5004:360	1602;1603;1605	20:78;10:39;10:39	拍电影	1001	
101606803	68	3	培养3	2:497930;5004:360	1601;1603;1605	10:39;10:39;10:39	拍电影	1001	
101606804	68	4	培养4	2:497930;5004:360	1601;1602;1605	10:39;20:78;10:39	拍电影	1001	
101606901	69	1	培养1	2:505180;5004:360	1601;1602;1603	10:39;20:78;10:39	拍电影	1001	
101606902	69	2	培养2	2:505180;5004:360	1602;1603;1605	20:78;10:39;10:39	拍电影	1001	
101606903	69	3	培养3	2:505180;5004:360	1601;1603;1605	10:39;10:39;10:39	拍电影	1001	
101606904	69	4	培养4	2:505180;5004:360	1601;1602;1605	10:39;20:78;10:39	拍电影	1001	
101607001	70	1	培养1	2:512430;5004:360	1601;1602;1603	10:39;20:78;10:39	拍电影	1001	
101607002	70	2	培养2	2:512430;5004:360	1602;1603;1605	20:78;10:39;10:39	拍电影	1001	
101607003	70	3	培养3	2:512430;5004:360	1601;1603;1605	10:39;10:39;10:39	拍电影	1001	
101607004	70	4	培养4	2:512430;5004:360	1601;1602;1605	10:39;20:78;10:39	拍电影	1001	
101607101	71	1	培养1	2:519970;5004:405	1601;1602;1603	11:42;21:83;11:42	拍电影	1001	
101607102	71	2	培养2	2:519970;5004:405	1602;1603;1605	21:83;11:42;11:42	拍电影	1001	
101607103	71	3	培养3	2:519970;5004:405	1601;1603;1605	11:42;11:42;11:42	拍电影	1001	
101607104	71	4	培养4	2:519970;5004:405	1601;1602;1605	11:42;21:83;11:42	拍电影	1001	
101607201	72	1	培养1	2:527220;5004:405	1601;1602;1603	11:42;21:83;11:42	拍电影	1001	
101607202	72	2	培养2	2:527220;5004:405	1602;1603;1605	21:83;11:42;11:42	拍电影	1001	
101607203	72	3	培养3	2:527220;5004:405	1601;1603;1605	11:42;11:42;11:42	拍电影	1001	
101607204	72	4	培养4	2:527220;5004:405	1601;1602;1605	11:42;21:83;11:42	拍电影	1001	
101607301	73	1	培养1	2:534470;5004:405	1601;1602;1603	11:42;21:83;11:42	拍电影	1001	
101607302	73	2	培养2	2:534470;5004:405	1602;1603;1605	21:83;11:42;11:42	拍电影	1001	
101607303	73	3	培养3	2:534470;5004:405	1601;1603;1605	11:42;11:42;11:42	拍电影	1001	
101607304	73	4	培养4	2:534470;5004:405	1601;1602;1605	11:42;21:83;11:42	拍电影	1001	
101607401	74	1	培养1	2:541720;5004:405	1601;1602;1603	11:41;21:83;11:41	拍电影	1001	
101607402	74	2	培养2	2:541720;5004:405	1602;1603;1605	21:83;11:41;11:41	拍电影	1001	
101607403	74	3	培养3	2:541720;5004:405	1601;1603;1605	11:41;11:41;11:41	拍电影	1001	
101607404	74	4	培养4	2:541720;5004:405	1601;1602;1605	11:41;21:83;11:41	拍电影	1001	
101607501	75	1	培养1	2:548970;5004:405	1601;1602;1603	11:41;21:83;11:41	拍电影	1001	
101607502	75	2	培养2	2:548970;5004:405	1602;1603;1605	21:83;11:41;11:41	拍电影	1001	
101607503	75	3	培养3	2:548970;5004:405	1601;1603;1605	11:41;11:41;11:41	拍电影	1001	
101607504	75	4	培养4	2:548970;5004:405	1601;1602;1605	11:41;21:83;11:41	拍电影	1001	
101607601	76	1	培养1	2:556510;5004:450	1601;1602;1603	11:44;23:89;11:44	拍电影	1001	
101607602	76	2	培养2	2:556510;5004:450	1602;1603;1605	23:89;11:44;11:44	拍电影	1001	
101607603	76	3	培养3	2:556510;5004:450	1601;1603;1605	11:44;11:44;11:44	拍电影	1001	
101607604	76	4	培养4	2:556510;5004:450	1601;1602;1605	11:44;23:89;11:44	拍电影	1001	
101607701	77	1	培养1	2:563760;5004:450	1601;1602;1603	11:44;22:88;11:44	拍电影	1001	
101607702	77	2	培养2	2:563760;5004:450	1602;1603;1605	22:88;11:44;11:44	拍电影	1001	
101607703	77	3	培养3	2:563760;5004:450	1601;1603;1605	11:44;11:44;11:44	拍电影	1001	
101607704	77	4	培养4	2:563760;5004:450	1601;1602;1605	11:44;22:88;11:44	拍电影	1001	
101607801	78	1	培养1	2:571010;5004:450	1601;1602;1603	11:44;22:88;11:44	拍电影	1001	
101607802	78	2	培养2	2:571010;5004:450	1602;1603;1605	22:88;11:44;11:44	拍电影	1001	
101607803	78	3	培养3	2:571010;5004:450	1601;1603;1605	11:44;11:44;11:44	拍电影	1001	
101607804	78	4	培养4	2:571010;5004:450	1601;1602;1605	11:44;22:88;11:44	拍电影	1001	
101607901	79	1	培养1	2:578260;5004:450	1601;1602;1603	11:44;22:88;11:44	拍电影	1001	
101607902	79	2	培养2	2:578260;5004:450	1602;1603;1605	22:88;11:44;11:44	拍电影	1001	
101607903	79	3	培养3	2:578260;5004:450	1601;1603;1605	11:44;11:44;11:44	拍电影	1001	
101607904	79	4	培养4	2:578260;5004:450	1601;1602;1605	11:44;22:88;11:44	拍电影	1001	
101608001	80	1	培养1	2:878700;5004:450	1601;1602;1603	11:44;22:88;11:44	拍电影	1001	
101608002	80	2	培养2	2:878700;5004:450	1602;1603;1605	22:88;11:44;11:44	拍电影	1001	
101608003	80	3	培养3	2:878700;5004:450	1601;1603;1605	11:44;11:44;11:44	拍电影	1001	
101608004	80	4	培养4	2:878700;5004:450	1601;1602;1605	11:44;22:88;11:44	拍电影	1001	
101608101	81	1	培养1	2:889575;5004:500	1601;1602;1603	12:47;24:94;12:47	拍电影	1001	
101608102	81	2	培养2	2:889575;5004:500	1602;1603;1605	24:94;12:47;12:47	拍电影	1001	
101608103	81	3	培养3	2:889575;5004:500	1601;1603;1605	12:47;12:47;12:47	拍电影	1001	
101608104	81	4	培养4	2:889575;5004:500	1601;1602;1605	12:47;24:94;12:47	拍电影	1001	
101608201	82	1	培养1	2:900450;5004:500	1601;1602;1603	12:47;24:94;12:47	拍电影	1001	
101608202	82	2	培养2	2:900450;5004:500	1602;1603;1605	24:94;12:47;12:47	拍电影	1001	
101608203	82	3	培养3	2:900450;5004:500	1601;1603;1605	12:47;12:47;12:47	拍电影	1001	
101608204	82	4	培养4	2:900450;5004:500	1601;1602;1605	12:47;24:94;12:47	拍电影	1001	
101608301	83	1	培养1	2:911325;5004:500	1601;1602;1603	12:47;24:93;12:47	拍电影	1001	
101608302	83	2	培养2	2:911325;5004:500	1602;1603;1605	24:93;12:47;12:47	拍电影	1001	
101608303	83	3	培养3	2:911325;5004:500	1601;1603;1605	12:47;12:47;12:47	拍电影	1001	
101608304	83	4	培养4	2:911325;5004:500	1601;1602;1605	12:47;24:93;12:47	拍电影	1001	
101608401	84	1	培养1	2:922635;5004:500	1601;1602;1603	12:46;24:93;12:46	拍电影	1001	
101608402	84	2	培养2	2:922635;5004:500	1602;1603;1605	24:93;12:46;12:46	拍电影	1001	
101608403	84	3	培养3	2:922635;5004:500	1601;1603;1605	12:46;12:46;12:46	拍电影	1001	
101608404	84	4	培养4	2:922635;5004:500	1601;1602;1605	12:46;24:93;12:46	拍电影	1001	
101608501	85	1	培养1	2:933510;5004:500	1601;1602;1603	12:46;24:93;12:46	拍电影	1001	
101608502	85	2	培养2	2:933510;5004:500	1602;1603;1605	24:93;12:46;12:46	拍电影	1001	
101608503	85	3	培养3	2:933510;5004:500	1601;1603;1605	12:46;12:46;12:46	拍电影	1001	
101608504	85	4	培养4	2:933510;5004:500	1601;1602;1605	12:46;24:93;12:46	拍电影	1001	
101608601	86	1	培养1	2:944385;5004:550	1601;1602;1603	13:49;25:99;13:49	拍电影	1001	
101608602	86	2	培养2	2:944385;5004:550	1602;1603;1605	25:99;13:49;13:49	拍电影	1001	
101608603	86	3	培养3	2:944385;5004:550	1601;1603;1605	13:49;13:49;13:49	拍电影	1001	
101608604	86	4	培养4	2:944385;5004:550	1601;1602;1605	13:49;25:99;13:49	拍电影	1001	
101608701	87	1	培养1	2:955260;5004:550	1601;1602;1603	13:49;25:98;13:49	拍电影	1001	
101608702	87	2	培养2	2:955260;5004:550	1602;1603;1605	25:98;13:49;13:49	拍电影	1001	
101608703	87	3	培养3	2:955260;5004:550	1601;1603;1605	13:49;13:49;13:49	拍电影	1001	
101608704	87	4	培养4	2:955260;5004:550	1601;1602;1605	13:49;25:98;13:49	拍电影	1001	
101608801	88	1	培养1	2:966570;5004:550	1601;1602;1603	13:49;25:98;13:49	拍电影	1001	
101608802	88	2	培养2	2:966570;5004:550	1602;1603;1605	25:98;13:49;13:49	拍电影	1001	
101608803	88	3	培养3	2:966570;5004:550	1601;1603;1605	13:49;13:49;13:49	拍电影	1001	
101608804	88	4	培养4	2:966570;5004:550	1601;1602;1605	13:49;25:98;13:49	拍电影	1001	
101608901	89	1	培养1	2:977445;5004:550	1601;1602;1603	13:49;25:98;13:49	拍电影	1001	
101608902	89	2	培养2	2:977445;5004:550	1602;1603;1605	25:98;13:49;13:49	拍电影	1001	
101608903	89	3	培养3	2:977445;5004:550	1601;1603;1605	13:49;13:49;13:49	拍电影	1001	
101608904	89	4	培养4	2:977445;5004:550	1601;1602;1605	13:49;25:98;13:49	拍电影	1001	
101609001	90	1	培养1	2:988320;5004:550	1601;1602;1603	13:49;25:98;13:49	拍电影	1001	
101609002	90	2	培养2	2:988320;5004:550	1602;1603;1605	25:98;13:49;13:49	拍电影	1001	
101609003	90	3	培养3	2:988320;5004:550	1601;1603;1605	13:49;13:49;13:49	拍电影	1001	
101609004	90	4	培养4	2:988320;5004:550	1601;1602;1605	13:49;25:98;13:49	拍电影	1001	
101609101	91	1	培养1	2:999195;5004:605	1601;1602;1603	13:51;26:103;13:51	拍电影	1001	
101609102	91	2	培养2	2:999195;5004:605	1602;1603;1605	26:103;13:51;13:51	拍电影	1001	
101609103	91	3	培养3	2:999195;5004:605	1601;1603;1605	13:51;13:51;13:51	拍电影	1001	
101609104	91	4	培养4	2:999195;5004:605	1601;1602;1605	13:51;26:103;13:51	拍电影	1001	
101609201	92	1	培养1	2:1010505;5004:605	1601;1602;1603	13:51;26:103;13:51	拍电影	1001	
101609202	92	2	培养2	2:1010505;5004:605	1602;1603;1605	26:103;13:51;13:51	拍电影	1001	
101609203	92	3	培养3	2:1010505;5004:605	1601;1603;1605	13:51;13:51;13:51	拍电影	1001	
101609204	92	4	培养4	2:1010505;5004:605	1601;1602;1605	13:51;26:103;13:51	拍电影	1001	
101609301	93	1	培养1	2:1021380;5004:605	1601;1602;1603	13:51;26:103;13:51	拍电影	1001	
101609302	93	2	培养2	2:1021380;5004:605	1602;1603;1605	26:103;13:51;13:51	拍电影	1001	
101609303	93	3	培养3	2:1021380;5004:605	1601;1603;1605	13:51;13:51;13:51	拍电影	1001	
101609304	93	4	培养4	2:1021380;5004:605	1601;1602;1605	13:51;26:103;13:51	拍电影	1001	
101609401	94	1	培养1	2:1032255;5004:605	1601;1602;1603	13:51;26:103;13:51	拍电影	1001	
101609402	94	2	培养2	2:1032255;5004:605	1602;1603;1605	26:103;13:51;13:51	拍电影	1001	
101609403	94	3	培养3	2:1032255;5004:605	1601;1603;1605	13:51;13:51;13:51	拍电影	1001	
101609404	94	4	培养4	2:1032255;5004:605	1601;1602;1605	13:51;26:103;13:51	拍电影	1001	
101609501	95	1	培养1	2:1043130;5004:605	1601;1602;1603	13:51;26:103;13:51	拍电影	1001	
101609502	95	2	培养2	2:1043130;5004:605	1602;1603;1605	26:103;13:51;13:51	拍电影	1001	
101609503	95	3	培养3	2:1043130;5004:605	1601;1603;1605	13:51;13:51;13:51	拍电影	1001	
101609504	95	4	培养4	2:1043130;5004:605	1601;1602;1605	13:51;26:103;13:51	拍电影	1001	
101609601	96	1	培养1	2:1054440;5004:660	1601;1602;1603	14:54;27:108;14:54	拍电影	1001	
101609602	96	2	培养2	2:1054440;5004:660	1602;1603;1605	27:108;14:54;14:54	拍电影	1001	
101609603	96	3	培养3	2:1054440;5004:660	1601;1603;1605	14:54;14:54;14:54	拍电影	1001	
101609604	96	4	培养4	2:1054440;5004:660	1601;1602;1605	14:54;27:108;14:54	拍电影	1001	
101609701	97	1	培养1	2:1065315;5004:660	1601;1602;1603	14:54;27:108;14:54	拍电影	1001	
101609702	97	2	培养2	2:1065315;5004:660	1602;1603;1605	27:108;14:54;14:54	拍电影	1001	
101609703	97	3	培养3	2:1065315;5004:660	1601;1603;1605	14:54;14:54;14:54	拍电影	1001	
101609704	97	4	培养4	2:1065315;5004:660	1601;1602;1605	14:54;27:108;14:54	拍电影	1001	
101609801	98	1	培养1	2:1076190;5004:660	1601;1602;1603	14:53;27:108;14:53	拍电影	1001	
101609802	98	2	培养2	2:1076190;5004:660	1602;1603;1605	27:108;14:53;14:53	拍电影	1001	
101609803	98	3	培养3	2:1076190;5004:660	1601;1603;1605	14:53;14:53;14:53	拍电影	1001	
101609804	98	4	培养4	2:1076190;5004:660	1601;1602;1605	14:53;27:108;14:53	拍电影	1001	
101609901	99	1	培养1	2:1087065;5004:660	1601;1602;1603	14:53;27:107;14:53	拍电影	1001	
101609902	99	2	培养2	2:1087065;5004:660	1602;1603;1605	27:107;14:53;14:53	拍电影	1001	
101609903	99	3	培养3	2:1087065;5004:660	1601;1603;1605	14:53;14:53;14:53	拍电影	1001	
101609904	99	4	培养4	2:1087065;5004:660	1601;1602;1605	14:53;27:107;14:53	拍电影	1001	
101610001	100	1	培养1	2:1463920;5004:660	1601;1602;1603	14:53;27:107;14:53	拍电影	1001	
101610002	100	2	培养2	2:1463920;5004:660	1602;1603;1605	27:107;14:53;14:53	拍电影	1001	
101610003	100	3	培养3	2:1463920;5004:660	1601;1603;1605	14:53;14:53;14:53	拍电影	1001	
101610004	100	4	培养4	2:1463920;5004:660	1601;1602;1605	14:53;27:107;14:53	拍电影	1001	
101700101	1	1	培养1	2:1300;5004:20	1601;1602;1603	1:4;1:2;1:2	拍电影	1001	
101700102	1	2	培养2	2:1300;5004:20	1602;1603;1605	1:2;1:2;1:2	拍电影	1001	
101700103	1	3	培养3	2:1300;5004:20	1601;1603;1605	1:4;1:2;1:2	拍电影	1001	
101700104	1	4	培养4	2:1300;5004:20	1601;1602;1605	1:4;1:2;1:2	拍电影	1001	
101700201	2	1	培养1	2:2550;5004:20	1601;1602;1603	1:4;1:2;1:2	拍电影	1001	
101700202	2	2	培养2	2:2550;5004:20	1602;1603;1605	1:2;1:2;1:2	拍电影	1001	
101700203	2	3	培养3	2:2550;5004:20	1601;1603;1605	1:4;1:2;1:2	拍电影	1001	
101700204	2	4	培养4	2:2550;5004:20	1601;1602;1605	1:4;1:2;1:2	拍电影	1001	
101700301	3	1	培养1	2:3800;5004:20	1601;1602;1603	1:4;1:2;1:2	拍电影	1001	
101700302	3	2	培养2	2:3800;5004:20	1602;1603;1605	1:2;1:2;1:2	拍电影	1001	
101700303	3	3	培养3	2:3800;5004:20	1601;1603;1605	1:4;1:2;1:2	拍电影	1001	
101700304	3	4	培养4	2:3800;5004:20	1601;1602;1605	1:4;1:2;1:2	拍电影	1001	
101700401	4	1	培养1	2:5050;5004:20	1601;1602;1603	1:4;1:2;1:2	拍电影	1001	
101700402	4	2	培养2	2:5050;5004:20	1602;1603;1605	1:2;1:2;1:2	拍电影	1001	
101700403	4	3	培养3	2:5050;5004:20	1601;1603;1605	1:4;1:2;1:2	拍电影	1001	
101700404	4	4	培养4	2:5050;5004:20	1601;1602;1605	1:4;1:2;1:2	拍电影	1001	
101700501	5	1	培养1	2:6350;5004:20	1601;1602;1603	1:4;1:2;1:2	拍电影	1001	
101700502	5	2	培养2	2:6350;5004:20	1602;1603;1605	1:2;1:2;1:2	拍电影	1001	
101700503	5	3	培养3	2:6350;5004:20	1601;1603;1605	1:4;1:2;1:2	拍电影	1001	
101700504	5	4	培养4	2:6350;5004:20	1601;1602;1605	1:4;1:2;1:2	拍电影	1001	
101700601	6	1	培养1	2:7600;5004:30	1601;1602;1603	3:10;2:5;2:5	拍电影	1001	
101700602	6	2	培养2	2:7600;5004:30	1602;1603;1605	2:5;2:5;2:5	拍电影	1001	
101700603	6	3	培养3	2:7600;5004:30	1601;1603;1605	3:10;2:5;2:5	拍电影	1001	
101700604	6	4	培养4	2:7600;5004:30	1601;1602;1605	3:10;2:5;2:5	拍电影	1001	
101700701	7	1	培养1	2:8850;5004:30	1601;1602;1603	3:10;2:5;2:5	拍电影	1001	
101700702	7	2	培养2	2:8850;5004:30	1602;1603;1605	2:5;2:5;2:5	拍电影	1001	
101700703	7	3	培养3	2:8850;5004:30	1601;1603;1605	3:10;2:5;2:5	拍电影	1001	
101700704	7	4	培养4	2:8850;5004:30	1601;1602;1605	3:10;2:5;2:5	拍电影	1001	
101700801	8	1	培养1	2:10100;5004:30	1601;1602;1603	3:10;2:5;2:5	拍电影	1001	
101700802	8	2	培养2	2:10100;5004:30	1602;1603;1605	2:5;2:5;2:5	拍电影	1001	
101700803	8	3	培养3	2:10100;5004:30	1601;1603;1605	3:10;2:5;2:5	拍电影	1001	
101700804	8	4	培养4	2:10100;5004:30	1601;1602;1605	3:10;2:5;2:5	拍电影	1001	
101700901	9	1	培养1	2:11400;5004:30	1601;1602;1603	3:10;2:5;2:5	拍电影	1001	
101700902	9	2	培养2	2:11400;5004:30	1602;1603;1605	2:5;2:5;2:5	拍电影	1001	
101700903	9	3	培养3	2:11400;5004:30	1601;1603;1605	3:10;2:5;2:5	拍电影	1001	
101700904	9	4	培养4	2:11400;5004:30	1601;1602;1605	3:10;2:5;2:5	拍电影	1001	
101701001	10	1	培养1	2:12650;5004:30	1601;1602;1603	3:10;2:5;2:5	拍电影	1001	
101701002	10	2	培养2	2:12650;5004:30	1602;1603;1605	2:5;2:5;2:5	拍电影	1001	
101701003	10	3	培养3	2:12650;5004:30	1601;1603;1605	3:10;2:5;2:5	拍电影	1001	
101701004	10	4	培养4	2:12650;5004:30	1601;1602;1605	3:10;2:5;2:5	拍电影	1001	
101701101	11	1	培养1	2:13900;5004:45	1601;1602;1603	4:16;2:8;2:8	拍电影	1001	
101701102	11	2	培养2	2:13900;5004:45	1602;1603;1605	2:8;2:8;2:8	拍电影	1001	
101701103	11	3	培养3	2:13900;5004:45	1601;1603;1605	4:16;2:8;2:8	拍电影	1001	
101701104	11	4	培养4	2:13900;5004:45	1601;1602;1605	4:16;2:8;2:8	拍电影	1001	
101701201	12	1	培养1	2:15150;5004:45	1601;1602;1603	4:16;2:8;2:8	拍电影	1001	
101701202	12	2	培养2	2:15150;5004:45	1602;1603;1605	2:8;2:8;2:8	拍电影	1001	
101701203	12	3	培养3	2:15150;5004:45	1601;1603;1605	4:16;2:8;2:8	拍电影	1001	
101701204	12	4	培养4	2:15150;5004:45	1601;1602;1605	4:16;2:8;2:8	拍电影	1001	
101701301	13	1	培养1	2:16450;5004:45	1601;1602;1603	4:16;2:8;2:8	拍电影	1001	
101701302	13	2	培养2	2:16450;5004:45	1602;1603;1605	2:8;2:8;2:8	拍电影	1001	
101701303	13	3	培养3	2:16450;5004:45	1601;1603;1605	4:16;2:8;2:8	拍电影	1001	
101701304	13	4	培养4	2:16450;5004:45	1601;1602;1605	4:16;2:8;2:8	拍电影	1001	
101701401	14	1	培养1	2:17700;5004:45	1601;1602;1603	4:16;2:8;2:8	拍电影	1001	
101701402	14	2	培养2	2:17700;5004:45	1602;1603;1605	2:8;2:8;2:8	拍电影	1001	
101701403	14	3	培养3	2:17700;5004:45	1601;1603;1605	4:16;2:8;2:8	拍电影	1001	
101701404	14	4	培养4	2:17700;5004:45	1601;1602;1605	4:16;2:8;2:8	拍电影	1001	
101701501	15	1	培养1	2:18950;5004:45	1601;1602;1603	4:16;2:8;2:8	拍电影	1001	
101701502	15	2	培养2	2:18950;5004:45	1602;1603;1605	2:8;2:8;2:8	拍电影	1001	
101701503	15	3	培养3	2:18950;5004:45	1601;1603;1605	4:16;2:8;2:8	拍电影	1001	
101701504	15	4	培养4	2:18950;5004:45	1601;1602;1605	4:16;2:8;2:8	拍电影	1001	
101701601	16	1	培养1	2:20200;5004:60	1601;1602;1603	6:22;3:11;3:11	拍电影	1001	
101701602	16	2	培养2	2:20200;5004:60	1602;1603;1605	3:11;3:11;3:11	拍电影	1001	
101701603	16	3	培养3	2:20200;5004:60	1601;1603;1605	6:22;3:11;3:11	拍电影	1001	
101701604	16	4	培养4	2:20200;5004:60	1601;1602;1605	6:22;3:11;3:11	拍电影	1001	
101701701	17	1	培养1	2:21500;5004:60	1601;1602;1603	6:22;3:11;3:11	拍电影	1001	
101701702	17	2	培养2	2:21500;5004:60	1602;1603;1605	3:11;3:11;3:11	拍电影	1001	
101701703	17	3	培养3	2:21500;5004:60	1601;1603;1605	6:22;3:11;3:11	拍电影	1001	
101701704	17	4	培养4	2:21500;5004:60	1601;1602;1605	6:22;3:11;3:11	拍电影	1001	
101701801	18	1	培养1	2:22750;5004:60	1601;1602;1603	6:22;3:11;3:11	拍电影	1001	
